"Strain","Locus Tag","Accession","Product","Number of Amino Acids","Subcellular Localization","Confidence","Localization Group (Primary/Secondary)"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02460","YP_788352.1","NAD(P) transhydrogenase subunit alpha part 2","103","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02470","YP_788353.1","pyridine nucleotide transhydrogenase subunit beta","479","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02490","YP_788354.1","hypothetical protein","271","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02500","YP_788355.1","transport protein ExbB","240","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02510","YP_788356.1","transport protein ExbD","134","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02520","YP_788357.1","hypothetical protein","71","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02530","YP_788358.1","hypothetical protein","194","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02550","YP_788359.1","malonate decarboxylase subunit alpha","555","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02560","YP_788360.1","triphosphoribosyl-dephospho-CoA synthase","294","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02570","YP_788361.1","malonate decarboxylase subunit delta","100","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02580","YP_788362.1","malonate decarboxylase subunit beta","288","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02590","YP_788363.1","malonate decarboxylase subunit gamma","269","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02610","YP_788364.1","phosphoribosyl-dephospho-CoA transferase","231","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02620","YP_788365.1","epsilon subunit of malonate decarboxylase","311","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02630","YP_788366.1","malonate carrier protein","135","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02640","YP_788367.1","malonate transporter subunit MadM","255","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02650","YP_788368.1","malonate utilization transcriptional regulator","310","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02660","YP_788369.1","LysR family transcriptional regulator","307","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02680","YP_788370.1","aldehyde dehydrogenase","497","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02690","YP_788371.1","amino acid permease","478","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02700","YP_788372.1","aminotransferase","461","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02720","YP_788373.1","hypothetical protein","353","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02730","YP_788374.1","dihydrodipicolinate synthetase","294","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02740","YP_788375.1","class II aldolase/adducin domain-containing protein","261","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02750","YP_788376.1","transcriptional regulator","180","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02760","YP_788377.1","CoA transferase, subunit A","284","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02770","YP_788378.1","CoA transferase subunit B","261","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02790","YP_788379.1","beta-ketoadipyl CoA thiolase","402","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02810","YP_788380.1","dicarboxylic acid transporter PcaT","433","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02830","YP_788381.1","3-carboxy-cis,cis-muconate cycloisomerase","460","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02840","YP_788382.1","beta-ketoadipate enol-lactone hydrolase","264","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02850","YP_788383.1","gamma-carboxymuconolactone decarboxylase","134","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02870","YP_788384.1","transcriptional regulator","314","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02890","YP_788385.1","hypothetical protein","278","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02900","YP_788386.1","4-hydroxybenzoate transporter PcaK","449","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02910","YP_788387.1","IclR family transcriptional regulator","260","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02930","YP_788388.1","oxidoreductase","348","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02960","YP_788389.1","hypothetical protein","272","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02970","YP_788390.1","hypothetical protein","293","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02980","YP_788391.1","porin","422","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_02990","YP_788392.1","MFS transporter","442","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03000","YP_788393.1","hypothetical protein","635","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03010","YP_788394.1","TetR family transcriptional regulator","223","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03020","YP_788395.1","shikimate 5-dehydrogenase","285","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03030","YP_788396.1","3-dehydroquinate dehydratase","149","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03040","YP_788397.1","MFS transporter","502","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03050","YP_788398.1","4-hydroxybenzoate 3-monooxygenase","395","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03070","YP_788399.1","transcriptional regulator","289","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03080","YP_788400.1","acetyltransferase","149","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03090","YP_788401.1","hypothetical protein","145","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03100","YP_788402.1","hypothetical protein","214","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03110","YP_788403.1","hypothetical protein","96","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03120","YP_788404.1","transcriptional regulator","159","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03130","YP_788405.1","hypothetical protein","497","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03150","YP_788406.1","hypothetical protein","229","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03160","YP_788407.1","hypothetical protein","311","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03163","YP_788408.1","hypothetical protein","208","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03166","YP_788409.1","hypothetical protein","133","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03170","YP_788410.1","hypothetical protein","280","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03180","YP_788411.1","hypothetical protein","88","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03190","YP_788412.1","Tli3","481","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03200","YP_788413.1","Type VI effector Tle3","717","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03210","YP_788414.1","hypothetical protein","166","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03220","YP_788415.1","VgrG2b","1020","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03240","YP_788416.1","secreted protein Hcp","173","Extracellular","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03250","YP_788417.1","hypothetical protein","539","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03265","YP_788418.1","hypothetical protein","250","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03270","YP_788419.1","hypothetical protein","1046","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03285","YP_788420.1","hypothetical protein","382","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03290","YP_788421.1","hypothetical protein","103","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03300","YP_788422.1","hypothetical protein","282","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03310","YP_788423.1","hypothetical protein","533","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03320","YP_788424.1","hypothetical protein","374","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03330","YP_788425.1","hypothetical protein","289","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03340","YP_788426.1","hypothetical protein","309","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03350","YP_788427.1","hypothetical protein","318","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03360","YP_788428.1","hypothetical protein","257","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03370","YP_788429.1","hypothetical protein","333","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03380","YP_788430.1","hypothetical protein","660","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03390","YP_788431.1","hypothetical protein","170","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03400","YP_788432.1","hypothetical protein","111","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03420","YP_788433.1","hypothetical protein","139","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03430","YP_788434.1","succinate-semialdehyde dehydrogenase I","484","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03450","YP_788435.1","4-aminobutyrate aminotransferase","427","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03470","YP_788436.1","hypothetical protein","400","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03480","YP_788437.1","GntR family transcriptional regulator","474","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03490","YP_788438.1","hypothetical protein","146","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03510","YP_788439.1","hypothetical protein","136","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03520","YP_788440.1","hypothetical protein","95","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03530","YP_788441.1","transcriptional regulator","311","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03550","YP_788442.1","MFS transporter","405","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03560","YP_788443.1","hypothetical protein","257","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03580","YP_788444.1","transcriptional regulator","229","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03590","YP_788445.1","hypothetical protein","172","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03610","YP_788446.1","Zn-dependent protease with chaperone function","253","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03620","YP_788447.1","hypothetical protein","251","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03630","YP_788448.1","ArsR family transcriptional regulator","233","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03650","YP_788449.1","sulfate transport protein CysA","330","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03670","YP_788450.1","sulfate transport protein CysW","290","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03680","YP_788451.1","sulfate transport protein CysT","273","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03700","YP_788452.1","sulfate-binding protein","333","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03710","YP_788453.1","hypothetical protein","61","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03720","YP_788454.1","sensory box GGDEF domain-containing protein","761","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03730","YP_788455.1","fatty acid desaturase","393","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03760","YP_788456.1","sodium:solute symporter","462","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03770","YP_788457.1","agmatinase","319","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03780","YP_788458.1","transcriptional regulator","321","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03790","YP_788459.1","sensory box GGDEF domain-containing protein","324","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03800","YP_788460.1","anaerobically-induced outer membrane porin OprE precursor","464","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03810","YP_788461.1","agmatine deiminase","369","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03830","YP_788462.1","N-carbamoylputrescine amidohydrolase","293","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03840","YP_788463.1","transcriptional regulator AguR","222","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03855","YP_788464.1","periplasmic polyamine binding protein","354","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03860","YP_788465.1","glutamine synthetase","459","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03870","YP_788466.1","glutamine amidotransferase","251","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03880","YP_788467.1","glutamine synthetase","453","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03900","YP_788468.1","aminotransferase","457","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03920","YP_788469.1","polyamine transport protein","368","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03930","YP_788470.1","polyamine transport protein","366","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03940","YP_788471.1","polyamine transport protein PotG","385","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03950","YP_788472.1","polyamine transport protein PotH","294","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03960","YP_788473.1","polyamine transport protein PotI","290","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_03980","YP_788474.1","hypothetical protein","796","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_04000","YP_788475.1","transcriptional regulator","351","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_04010","YP_788476.1","hypothetical protein","168","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_04020","YP_788477.1","hypothetical protein","204","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_04030","YP_788478.1","hypothetical protein","340","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_04040","YP_788479.1","hypothetical protein","251","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_04050","YP_788480.1","proline hydroxylase","233","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_04060","YP_788481.1","hypothetical protein","185","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_04070","YP_788482.1","hypothetical protein","165","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_04080","YP_788483.1","ABC transporter permease","231","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_04090","YP_788484.1","ABC transporter substrate-binding protein","257","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_04100","YP_788485.1","hypothetical protein","146","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_04110","YP_788486.1","D-3-phosphoglycerate dehydrogenase","410","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_04140","YP_788487.1","hypothetical protein","465","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_04150","YP_788488.1","hypothetical protein","222","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_04160","YP_788489.1","transcriptional regulator","330","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_04180","YP_788490.1","hypothetical protein","117","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_04190","YP_788491.1","acetylpolyamine aminohydrolase","345","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_04210","YP_788492.1","transporter","465","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_04220","YP_788493.1","ABC transporter substrate-binding protein","348","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_04230","YP_788494.1","ABC transporter permease","263","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_04240","YP_788495.1","ABC transporter permease","310","Cytoplasmic Membrane","Class 3","Primary"
