"Strain","Locus Tag","Accession","Product","Number of Amino Acids","Subcellular Localization","Confidence","Localization Group (Primary/Secondary)"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0159","NP_248849.1","probable transcriptional regulator","313","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0160","NP_248850.1","hypothetical protein","62","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0161","NP_248851","hypothetical protein","51","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0162","NP_248852.1","histidine porin OpdC","445","Outer Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0162","NP_248852.1","histidine porin OpdC","445","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0162","NP_248852.1","histidine porin OpdC","445","Outer Membrane Vesicle","Class 1","Secondary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0163","NP_248853.1","probable transcriptional regulator","266","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0164","NP_248854.1","probable gamma-glutamyltranspeptidase","539","Periplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0164","NP_248854.1","probable gamma-glutamyltranspeptidase","539","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0165","NP_248855.1","hypothetical protein","279","Outer Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0165","NP_248855.1","hypothetical protein","279","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0165","NP_248855.1","hypothetical protein","279","Outer Membrane Vesicle","Class 1","Secondary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0166","NP_248856.1","probable transporter","469","Cytoplasmic Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0166","NP_248856.1","probable transporter","469","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0167","NP_248857.1","probable transcriptional regulator","222","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0168","NP_248858.1","conserved hypothetical protein","197","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0169","NP_248859.1","SiaD","236","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0170","NP_248860.1","hypothetical protein","127","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0171","NP_248861.1","hypothetical protein","181","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0172","NP_248862.1","SiaA","664","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0172","NP_248862.1","SiaA","664","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0173","NP_248863.1","probable methylesterase","350","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0173","NP_248863.1","probable methylesterase","350","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0174","NP_248864.1","conserved hypothetical protein","201","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0175","NP_248865.1","probable chemotaxis protein methyltransferase","281","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0176","NP_248866.1","aerotaxis transducer Aer2","680","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0176","NP_248866.1","aerotaxis transducer Aer2","680","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0176","NP_248866.1","aerotaxis transducer Aer2","680","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0177","NP_248867.1","probable purine-binding chemotaxis protein","162","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0177","NP_248867.1","probable purine-binding chemotaxis protein","162","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0178","NP_248868.1","probable two-component sensor","640","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0179","NP_248869.1","probable two-component response regulator","122","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0179","NP_248869.1","probable two-component response regulator","122","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0180","NP_248870.1","chemotactic transducer for trichloroethylene [positive chemotaxis], CttP","391","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0181","NP_248871.1","probable transcriptional regulator","311","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0181","NP_248871.1","probable transcriptional regulator","311","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0182","NP_248872.1","probable short-chain dehydrogenase","251","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0182","NP_248872.1","probable short-chain dehydrogenase","251","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0183","NP_248873.1","arylsulfatase","537","Cytoplasmic","Class 1","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0183","NP_248873.1","arylsulfatase","537","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0184","NP_248874.1","probable ATP-binding component of ABC transporter","280","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0185","NP_248875.1","probable permease of ABC transporter","539","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0186","NP_248876.1","probable binding protein component of ABC transporter","354","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0187","NP_248877.1","hypothetical protein","272","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0188","NP_248878.1","hypothetical protein","294","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0189","NP_248879.1","probable porin","453","Outer Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0189","NP_248879.1","probable porin","453","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0190","NP_248880.1","probable acid phosphatase","242","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0191","NP_248881.1","probable transcriptional regulator","306","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0192","NP_248882.1","probable TonB-dependent receptor","791","Outer Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0192","NP_248882.1","probable TonB-dependent receptor","791","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0193","NP_248883.1","hypothetical protein","301","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0194","NP_248884.1","hypothetical protein","300","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0195","NP_248885","putative NAD(P) transhydrogenase, subunit alpha part 1","372","Cytoplasmic Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0195","NP_248885","putative NAD(P) transhydrogenase, subunit alpha part 1","372","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0195.1","NP_248886.2","putative NAD(P) transhydrogenase, subunit alpha part 2","103","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0196","NP_248887.1","pyridine nucleotide transhydrogenase, beta subunit","479","Cytoplasmic Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0196","NP_248887.1","pyridine nucleotide transhydrogenase, beta subunit","479","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0197","NP_248888.1","TonB2","271","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0198","NP_248889.1","transport protein ExbB","240","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0199","NP_248890.1","transport protein ExbD","134","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0200","NP_248891.1","hypothetical protein","71","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0201","NP_248892.1","hypothetical protein","194","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0202","NP_248893.1","probable amidase","486","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0203","NP_248894.1","probable binding protein component of ABC transporter","345","Periplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0203","NP_248894.1","probable binding protein component of ABC transporter","345","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0204","NP_248895.1","probable permease of ABC transporter","270","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0205","NP_248896.1","probable permease of ABC transporter","307","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0206","NP_248897.1","probable ATP-binding component of ABC transporter","371","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0207","NP_248898.1","probable transcriptional regulator","298","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0207","NP_248898.1","probable transcriptional regulator","298","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0208","NP_248899.1","malonate decarboxylase alpha subunit","555","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0209","NP_248900.1","conserved hypothetical protein","294","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0210","NP_248901.1","malonate decarboxylase delta subunit","100","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0211","NP_248902.1","malonate decarboxylase beta subunit","288","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0212","NP_248903.1","malonate decarboxylase gamma subunit","269","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0213","NP_248904.1","hypothetical protein","231","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0214","NP_248905.1","probable acyl transferase","311","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0215","NP_248906.1","malonate transporter MadL","135","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0216","NP_248907.1","malonate transporter MadM","255","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0217","NP_248908.1","probable transcriptional regulator","310","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0218","NP_248909.1","probable transcriptional regulator","307","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0218","NP_248909.1","probable transcriptional regulator","307","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0219","NP_248910.1","probable aldehyde dehydrogenase","497","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0220","NP_248911.1","amino acid APC family transporter","478","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0221","NP_248912.1","probable aminotransferase","461","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0222","NP_248913.1","hypothetical protein","353","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0223","NP_248914.1","probable dihydrodipicolinate synthetase","294","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0224","NP_248915.1","probable aldolase","261","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0225","NP_248916.1","probable transcriptional regulator","180","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0226","NP_248917.1","probable CoA transferase, subunit A","284","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0226","NP_248917.1","probable CoA transferase, subunit A","284","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0227","NP_248918.1","probable CoA transferase, subunit B","261","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0227","NP_248918.1","probable CoA transferase, subunit B","261","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0228","NP_248919.1","beta-ketoadipyl CoA thiolase PcaF","402","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0228","NP_248919.1","beta-ketoadipyl CoA thiolase PcaF","402","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0229","NP_248920.1","dicarboxylic acid transporter PcaT","433","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0230","NP_248921.1","3-carboxy-cis,cis-muconate cycloisomerase","460","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0231","NP_248922.1","beta-ketoadipate enol-lactone hydrolase","264","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0232","NP_248923.1","gamma-carboxymuconolactone decarboxylase","134","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0233","NP_248924.1","probable transcriptional regulator","314","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0234","NP_248925.1","hypothetical protein","278","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0235","NP_248926.1","4-hydroxybenzoate transporter PcaK","449","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0236","NP_248927.1","probable transcriptional regulator","260","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0237","NP_248928.1","probable oxidoreductase","348","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0238","NP_248929.1","hypothetical protein","272","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0239","NP_248930.1","hypothetical protein","293","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0240","NP_248931.1","probable porin","422","Outer Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0240","NP_248931.1","probable porin","422","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0241","NP_248932.1","probable major facilitator superfamily (MFS) transporter","442","Cytoplasmic Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0241","NP_248932.1","probable major facilitator superfamily (MFS) transporter","442","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0242","NP_248933.1","hypothetical protein","635","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0242","NP_248933.1","hypothetical protein","635","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0243","NP_248934.1","probable transcriptional regulator","223","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0244","NP_248935.1","hypothetical protein","285","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0245","NP_248936.1","3-dehydroquinate dehydratase","149","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0246","NP_248937.1","probable major facilitator superfamily (MFS) transporter","502","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0247","NP_248938.1","p-hydroxybenzoate hydroxylase","395","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0248","NP_248939.1","probable transcriptional regulator","289","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0249","NP_248940.1","probable acetyltransferase","149","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0250","NP_248941.1","conserved hypothetical protein","145","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0251","NP_248942.1","hypothetical protein","214","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0252","NP_248943.1","hypothetical protein","96","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0253","NP_248944.1","HudR","159","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0254","NP_248945.1","HudA","497","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0255","NP_248946.1","conserved hypothetical protein","229","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0256","NP_248947.1","hypothetical protein","311","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0257","NP_248948.1","hypothetical protein","264","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA0258","NP_248949.1","hypothetical protein","62","Unknown","Class 3","Primary"
